Activity,N1_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_e_MAS
9.53,802.2954274799997,34725.7574,26.318649161100172,223.3181615842301,601.6500701784282,135.8378095742703,2998.4774184521943,40.99416209059752,3835.1939476390567,63.1227330969079,315.8606763199999,2610.3857988661784,1161.0154377060258,6495.783993957025,563.8428,167.5252963643779,64.6050021755245,45.26368964291357,105.37734356881465
9.53,1072.5243897599996,39765.782400000004,26.450299516134145,273.5162612784566,827.3884960185559,167.88065131565986,4063.0266750370706,46.695070878576416,4311.9028594301535,67.48652512614598,381.8239169999999,2658.5959713594066,1414.6892042217871,7353.779409162563,628.8678000000001,217.3112454810386,76.04844587442685,45.72837309964133,114.74512770754147
2.46,260.50611903999993,13681.029999999997,22.794799373923777,173.29964574997507,452.4384270034024,121.26511938006665,1483.0613669375,63.02255631005914,2770.1741608536377,53.83820455161984,162.00832547,1669.9512762162585,605.437357421875,3936.5563454189883,275.553,75.12605964828091,68.9631451691091,34.79120337915893,77.84834688996291
4.11,260.50611903999993,13681.029999999997,22.794799373923777,173.29964574997507,452.4384270034024,121.26511938006665,1483.0613669375,63.02255631005914,2770.1741608536377,53.83820455161984,162.00832547,1669.9512762162585,605.437357421875,3936.5563454189883,275.553,75.12605964828091,68.9631451691091,34.79120337915893,77.84834688996291
4.72,225.68027751999998,9198.214,19.768318297709683,145.94462225769115,348.42201199555603,103.78854413275127,1019.3342310000002,78.75785856736772,2187.0593057596316,45.898266690101835,185.00716542,1447.0675632337625,446.4902790000001,3043.241115331153,184.05899999999997,74.00374386016615,91.07509722600032,28.381988841693246,62.29586849864122
5.1,230.96714136,10206.219,20.000110085202813,162.96304945173685,398.09197780069553,114.96471162556757,1198.457274,78.77422271920781,2362.9782495927457,46.759766695785025,191.53409006,1532.326026852494,516.3649726875001,3290.9321531041173,197.06400000000002,74.09043529560374,91.31509547751399,29.117345292110677,64.30758238341727
3.27,230.96714136,10206.219,20.000110085202813,162.96304945173685,398.09197780069553,114.96471162556757,1198.457274,78.77422271920781,2362.9782495927457,46.759766695785025,191.53409006,1532.326026852494,516.3649726875001,3290.9321531041173,197.06400000000002,74.09043529560374,91.31509547751399,29.117345292110677,64.30758238341727
2.14,238.86575296,11214.224,20.226650198353994,184.11928964110535,470.1352861739464,129.59220518366521,1426.2952910000004,78.80570298289634,2635.181326838365,48.31090636938541,199.37690705999998,1613.0844902161202,601.6709747500001,3592.6577107539065,210.06900000000002,75.68802660572487,91.67803911061961,29.83458233510233,66.89334858190311
4.17,242.62007943999998,10206.219,20.000110085202813,147.19932243940082,346.64477234444814,102.79625119488573,1069.09831325,78.79058515766033,2256.2238839775573,46.24369100208818,193.48457998,1532.326026852494,473.65562449999993,3205.83695250819,197.06399999999996,75.57958949849596,91.46879190383741,29.117345292110677,63.638865931127334
3.64,392.52795936,15635.527,21.622075620274323,163.5118227335777,432.36849416876026,108.33751970595091,1577.4817566376955,64.04982164178594,2835.83885381368,53.90666904354346,193.92165887,1694.7940377899286,613.3694396203613,4230.372944513875,300.441,109.93421695046595,73.57516001589406,33.183941835924195,80.62640309476791
6.12,655.42243116,22606.252,21.84120889357651,227.72181769614593,694.2057097702489,147.0569408334065,2682.665950360168,66.12309375405329,3676.0584014931546,57.90751261259404,265.81102523000004,1956.828255354386,926.0292705328521,5652.032170721873,370.97399999999993,173.34355982532009,82.66197112538774,34.42233069113711,90.13886067618115
7.19,660.709295,23614.257,22.031660661953218,239.70645776185023,723.1965829054778,153.62407995137758,2868.9212916456295,66.14630576440537,3742.2701801315548,58.453790489045105,272.3379498700001,2020.691797617722,997.731950344391,5789.161045364648,383.9789999999999,173.3805878115693,82.92632150093552,35.03111982880364,91.54072385556057
6.44,660.709295,23614.257,22.031660661953218,239.70645776185023,723.1965829054778,153.62407995137758,2868.9212916456295,66.14630576440537,3742.2701801315548,58.453790489045105,272.3379498700001,2020.691797617722,997.731950344391,5789.161045364648,383.9789999999999,173.3805878115693,82.92632150093552,35.03111982880364,91.54072385556057
5.34,672.3622330799999,23614.257,22.031660661953218,228.2057074362125,692.039435591315,146.26901669919818,2729.5439594470977,66.1695087015048,3701.1507280425826,58.12533743900402,274.28843979000004,2020.691797617722,952.4990064070626,5741.214308741662,383.9789999999999,174.0221536941616,83.09553554768473,35.03111982880364,91.07219240251108
7.46,687.6020090799999,24622.261999999995,22.218875451713856,239.77798627399474,720.3377479039287,152.3309282069793,2915.3844350299228,66.21204761243557,3762.4367994602903,58.662874888800545,282.47573707000004,2082.5978634786384,1024.0207795120582,5872.448625483028,396.98399999999987,175.08288886514003,83.50037248783107,35.62950831417688,92.45452539762452
