LinearRegressionModelActivity=0.0026*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0047*N1_Q_AB_nCi_2_NS1_T_KA_e_MAS+2.0525,2,0.80341,0.68020,0.46267,1.19030,2.58798,[N1_Q_AB_nCi_2_NS1_T_KA_e_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS]
LinearRegressionModelActivity=0.0037*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.006*N2_Q_AB_nCi_2_NS1_T_KA_r_MAS+2.1577,2,0.79213,0.67650,0.45765,1.22101,2.97711,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N2_Q_AB_nCi_2_NS1_T_KA_r_MAS]
LinearRegressionModelActivity=0.0043*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0006*N2_Q_AB_nCi_2_NS0_T_KA_r_MAS+2.3161,2,0.79280,0.69441,0.48221,1.21937,2.94036,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N2_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.0031*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0835*N2_Q_AB_nCi_2_NS0_T_KA_e_MAS+0.2869,2,0.80676,0.68722,0.47227,1.16856,3.34931,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N2_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=0.0031*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0299*N2_Q_AB_nCi_2_NS1_T_KA_e_MAS+0.788,2,0.79342,0.65416,0.42793,1.20455,2.25807,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N2_Q_AB_nCi_2_NS1_T_KA_e_MAS]
LinearRegressionModelActivity=0.002*N1_Q_AB_nCi_2_NS1_T_KA_r_MAS+0.0011*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.003*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.3857,3,0.78431,0.61214,0.37472,1.24615,3.51243,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N1_Q_AB_nCi_2_NS1_T_KA_r_MAS]
LinearRegressionModelActivity=0.0001*N1_Q_AB_nCi_2_NS1_T_KA_v_MAS+0.0107*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0008*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+1.739,3,0.80455,0.64481,0.41578,1.15160,1.45209,[N1_Q_AB_nCi_2_NS1_T_KA_v_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=0.2989*N3_Q_AB_nCi_2_NS0_T_KA_e_MAS+0.016*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0026*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+-3.9238,3,0.79842,0.68669,0.47155,1.17194,168.82459,[N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS  N3_Q_AB_nCi_2_NS0_T_KA_e_MAS]
LinearRegressionModelActivity=-0.0088*N2_Q_AB_nCi_2_NS0_T_KA_p_MAS+0.0042*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.0056*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.8147,3,0.78301,0.69368,0.48119,1.24776,2.53644,[N2_Q_AB_nCi_2_NS0_T_KA_p_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
LinearRegressionModelActivity=-0.0016*N2_Q_AB_nCi_2_NS1_T_KA_p_MAS+0.0018*N3_Q_AB_nCi_2_NS0_T_KA_r_MAS+0.005*N1_Q_AB_nCi_2_NS0_T_KA_p_MAS+2.5417,3,0.78560,0.41148,0.16931,1.24060,3.14669,[N2_Q_AB_nCi_2_NS1_T_KA_p_MAS  N1_Q_AB_nCi_2_NS0_T_KA_p_MAS  N3_Q_AB_nCi_2_NS0_T_KA_r_MAS]
