Activity,N1_Q_AB_nCi_2_NS1_T_KA_e_MAS,N3_Q_AB_nCi_2_NS1_T_KA_e_MAS,N1_Q_AB_nCi_2_NS0_T_KA_p_MAS,N2_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_e_MAS,N2_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_e_MAS,N1_Q_AB_nCi_2_NS1_T_KA_p_MAS,N3_Q_AB_nCi_2_NS1_T_KA_r_MAS,N3_Q_AB_nCi_2_NS1_T_KA_p_MAS,N2_Q_AB_nCi_2_NS1_T_KA_r_MAS,N1_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS0_T_KA_r_MAS,N2_Q_AB_nCi_2_NS0_T_KA_v_MAS,N3_Q_AB_nCi_2_NS1_T_KA_v_MAS,N1_Q_AB_nCi_2_NS0_T_KA_r_MAS,N3_Q_AB_nCi_2_NS0_T_KA_p_MAS
4.72,184.05899999999997,45.898266690101835,446.4902790000001,91.07509722600032,28.381988841693246,3043.241115331153,90.5677,1019.3342310000002,52.513489431451745,255.7308911309613,74.00374386016615,4353.0826,78.75785856736772,1447.0675632337625,2187.0593057596316,185.00716542,103.78854413275127
5.1,197.06400000000002,46.759766695785025,516.3649726875001,91.31509547751399,29.117345292110677,3290.9321531041173,97.0702,1198.457274,52.730928029156274,290.0680606530752,74.09043529560374,4857.085099999999,78.77422271920781,1532.326026852494,2362.9782495927457,191.53409006,114.96471162556757
3.27,197.06400000000002,46.759766695785025,516.3649726875001,91.31509547751399,29.117345292110677,3290.9321531041173,97.0702,1198.457274,52.730928029156274,290.0680606530752,74.09043529560374,4857.085099999999,78.77422271920781,1532.326026852494,2362.9782495927457,191.53409006,114.96471162556757
2.14,210.06900000000002,48.31090636938541,601.6709747500001,91.67803911061961,29.83458233510233,3592.6577107539065,103.5727,1426.2952910000004,54.35929654726874,347.4576026349801,75.68802660572487,5361.087599999999,78.80570298289634,1613.0844902161202,2635.181326838365,199.37690705999998,129.59220518366521
4.17,197.06399999999996,46.24369100208818,473.65562449999993,91.46879190383741,29.117345292110677,3205.83695250819,97.0702,1069.09831325,52.63439956348884,249.63984547522483,75.57958949849596,4857.085099999999,78.79058515766033,1532.326026852494,2256.2238839775573,193.48457998,102.79625119488573
3.64,300.441,53.90666904354346,613.3694396203613,73.57516001589406,33.183941835924195,4230.372944513875,128.40449999999998,1577.4817566376955,76.17281127544682,292.62353973135026,109.93421695046595,6258.987699999998,64.04982164178594,1694.7940377899286,2835.83885381368,193.92165887,108.33751970595091
6.12,370.97399999999993,57.90751261259404,926.0292705328521,82.66197112538774,34.42233069113711,5652.032170721873,145.17289999999997,2682.665950360168,116.61333831949077,466.5725267080365,173.34355982532009,8031.637699999997,66.12309375405329,1956.828255354386,3676.0584014931546,265.81102523000004,147.0569408334065
7.19,383.9789999999999,58.453790489045105,997.731950344391,82.92632150093552,35.03111982880364,5789.161045364648,151.67539999999997,2868.9212916456295,116.65759859582855,480.2669994614236,173.3805878115693,8535.640199999996,66.14630576440537,2020.691797617722,3742.2701801315548,272.3379498700001,153.62407995137758
6.44,383.9789999999999,58.453790489045105,997.731950344391,82.92632150093552,35.03111982880364,5789.161045364648,151.67539999999997,2868.9212916456295,116.65759859582855,480.2669994614236,173.3805878115693,8535.640199999996,66.14630576440537,2020.691797617722,3742.2701801315548,272.3379498700001,153.62407995137758
5.34,383.9789999999999,58.12533743900402,952.4990064070626,83.09553554768473,35.03111982880364,5741.214308741662,151.67539999999997,2729.5439594470977,116.6379089358952,463.7121551914064,174.0221536941616,8535.640199999996,66.1695087015048,2020.691797617722,3701.1507280425826,274.28843979000004,146.26901669919818
7.46,396.98399999999987,58.662874888800545,1024.0207795120582,83.50037248783107,35.62950831417688,5872.448625483028,158.17789999999997,2915.3844350299228,116.89162581323923,476.549181265604,175.08288886514003,9039.642699999997,66.21204761243557,2082.5978634786384,3762.4367994602903,282.47573707000004,152.3309282069793
4.48,396.98399999999987,58.662874888800545,1024.0207795120582,83.50037248783107,35.62950831417688,5872.448625483028,158.17789999999997,2915.3844350299228,116.89162581323923,476.549181265604,175.08288886514003,9039.642699999997,66.21204761243557,2082.5978634786384,3762.4367994602903,282.47573707000004,152.3309282069793
